,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Latia Magee,33,.553,.500,.111,.222,6.4,8.7,7.6,19.0,1.9,3.6,0.0,15.3,147,76
1,Sugar Rodgers,30,.308,.308,.692,.000,3.5,15.9,10.0,0.0,2.1,0.0,7.1,23.8,77,70
2,Jaleesa Butler,27,.364,.364,.000,.000,15.6,17.6,16.7,8.2,2.3,13.1,15.4,24.5,84,63
3,Shanice Fuller,26,.333,.333,.333,.000,4.0,11.0,7.7,80.9,2.4,0.0,14.3,13.7,125,74
4,Monica McNutt,16,.875,.875,.875,.000,0.0,6.0,3.1,0.0,0.0,0.0,0.0,25.5,179,82
6,Alexa Roche,22,.273,.273,.273,.000,23.9,30.3,27.3,0.0,0.0,5.3,0.0,25.5,88,59
7,Rubylee Wright,19,.424,.375,.750,1.000,0.0,10.0,5.3,9.6,0.0,0.0,14.8,18.1,92,80
8,Tia McBride,11,.500,.500,.000,.000,19.1,17.3,18.2,0.0,0.0,0.0,20.0,23.2,93,73
9,Adria Crawford,9,.000,.000,.000,.000,11.7,10.6,11.1,0.0,7.0,0.0,0.0,5.7,48,62
10,Kenya Kirkland,3,,,,,35.1,0.0,16.7,0.0,0.0,0.0,100.0,17.0,28,87
11,Morgan Williams,2,1.053,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,250,86
12,Vanessa Moore,1,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,0,90
13,Sydney Wilson,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,83
14,School Totals,200,.432,.412,.368,.118,44.7,69.0,57.5,66.7,7.9,14.7,8.9,100.0,98.4,66.7
